project_id,project_name,state,sector,agency,project_status,start_date,original_completion_date,revised_completion_date,actual_completion_date,report_date,original_cost,revised_cost,cumulative_expenditure,monthly_expenditure,actual_final_expenditure,physical_progress,financial_progress,planned_physical_progress,planned_financial_progress,delay_months,delay_days,land_acquisition_pct,delay_reason,previous_physical_progress,monthly_progress,progress_change_1_month,progress_change_3_months,progress_change_6_months,average_monthly_progress_3m,average_monthly_progress_6m,progress_acceleration,progress_trend,progress_slowdown,remaining_progress,previous_cumulative_expenditure,calculated_monthly_expenditure,expenditure_change_1_month,expenditure_change_3_months,average_monthly_spending_3m,average_monthly_spending_6m,total_spending_last_3m,total_spending_last_6m,expenditure_growth_rate,monthly_spending_trend,progress_mismatch_gap,mismatch_status,project_age_months,planned_duration_months,elapsed_duration_months,expected_delay_months,completion_date_difference_days,reporting_gap_days,progress_velocity
10402,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar- Lakhnadon section of NH-44 NS (National Highways Authority of India [NHAI]) (618556)","Multi-States (Madhya Pradesh, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2024-03-01,2026-03-01,2026-06-01,2026-06-01,2026-05-30,665.91,665.91,441.58,441.58,538.01,82.8,66.3,92.6,70.3,3,81,0,Sub-contractor deployed 2nd shift for bridge superstructure launching girder operations.,76.2,6.599999999999994,6.599999999999994,22.799999999999997,,7.599999999999999,7.6,-1.1000000000000085,decreasing,0,17.200000000000003,406.05,35.52999999999997,441.58,121.82,404.35666666666674,362.398,1213.0700000000002,1811.99,0.0875015392193079,stable,-16.5,Monitor,26.95277207392197,24.0,26.95277207392197,3,92,31.0,3.072040225506628
10402,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar- Lakhnadon section of NH-44 NS (National Highways Authority of India [NHAI]) (618556)","Multi-States (Madhya Pradesh, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2024-03-01,2026-03-01,2026-06-01,2026-06-01,2026-06-29,665.91,665.91,477.11,477.11,538.01,89.5,71.6,100.0,75.6,3,87,0,Batching plant operational capacity augmented to 120 cu.m/hr to accelerate paving.,82.8,6.700000000000003,6.700000000000003,21.0,,7.0,7.42,0.10000000000000853,stable,0,10.5,441.58,35.53000000000003,477.11,111.67000000000002,441.58,381.51666666666665,1324.74,2289.1,0.08046107160650398,stable,-17.900000000000006,Monitor,27.919917864476385,24.0,27.919917864476385,3,92,30.0,3.205596822828565
10402,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar- Lakhnadon section of NH-44 NS (National Highways Authority of India [NHAI]) (618556)","Multi-States (Madhya Pradesh, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2024-03-01,2026-03-01,2026-06-01,2026-06-01,2026-07-31,665.91,665.91,507.56,507.56,538.01,95.2,76.2,100.0,80.2,3,94,0,Contractor mobilized additional excavators and piling rigs to recover schedule slippage.,89.5,5.700000000000003,5.700000000000003,19.0,42.800000000000004,6.333333333333333,7.133333333333334,-1.0,decreasing,0,4.799999999999997,477.11,30.44999999999999,507.56,101.50999999999999,475.4166666666667,419.5833333333333,1426.25,2517.5,0.06382176018109029,stable,-19.0,Monitor,28.985626283367555,24.0,28.985626283367555,3,92,32.0,3.2843865117597058
10402,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar- Lakhnadon section of NH-44 NS (National Highways Authority of India [NHAI]) (618556)","Multi-States (Madhya Pradesh, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2024-03-01,2026-03-01,2026-06-01,2026-06-01,2026-08-31,665.91,665.91,538.01,538.01,538.01,100.0,80.8,100.0,84.8,3,100,0,Sub-contractor deployed 2nd shift for bridge superstructure launching girder operations.,95.2,4.799999999999997,4.799999999999997,17.200000000000003,40.0,5.733333333333334,6.666666666666667,-0.9000000000000057,decreasing,0,0.0,507.56,30.44999999999999,538.01,96.43,507.55999999999995,455.9583333333333,1522.6799999999998,2735.75,0.059992907242493475,stable,-19.200000000000003,Monitor,29.985626283367555,24.0,29.985626283367555,3,92,31.0,3.3349311785249607
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-01-28,1038.84,918.53,362.14,362.14,,45.0,34.9,50.0,38.9,1,18,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,,,,,,,,,stable,0,55.0,,,362.14,,362.14,362.14,362.14,362.14,0.0,stable,-10.100000000000001,Monitor,30.8870636550308,35.0,30.8870636550308,1,30,30.0,1.4569206222576785
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-02-28,1038.84,918.53,414.82,414.82,,51.5,39.9,57.7,43.9,1,20,0,Civil superstructure works progressing smoothly with zero contractual impediments.,45.0,6.5,6.5,,,6.5,6.5,,stable,0,48.5,362.14,52.68000000000001,414.82,,388.48,388.48,776.96,776.96,0.14546860330259018,stable,-11.600000000000001,Monitor,31.8870636550308,35.0,31.8870636550308,1,30,31.0,1.6150750209285851
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-03-30,1038.84,918.53,474.08,474.08,,58.9,45.6,66.3,49.6,1,22,0,Monthly progress targets achieved. Statutory inspection and quality audit cleared.,51.5,7.399999999999999,7.399999999999999,,,6.949999999999999,6.949999999999999,0.8999999999999986,increasing,0,41.1,414.82,59.25999999999999,474.08,,417.0133333333333,417.0133333333333,1251.04,1251.04,0.14285714285714285,increasing,-13.299999999999997,Monitor,32.95277207392197,35.0,32.95277207392197,1,30,30.0,1.7874065304087736
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-04-29,1038.84,918.53,526.75,526.75,,65.4,50.7,74.0,54.7,1,24,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,58.9,6.500000000000007,6.500000000000007,20.400000000000006,,6.800000000000002,6.800000000000002,-0.8999999999999915,decreasing,0,34.599999999999994,474.08,52.670000000000016,526.75,164.61,471.8833333333334,444.4475,1415.65,1777.79,0.1110993925075937,increasing,-14.700000000000003,Monitor,33.91991786447639,35.0,33.91991786447639,1,30,30.0,1.9280707064592288
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-05-30,1038.84,918.53,572.84,572.84,,71.1,55.2,80.9,59.2,1,26,0,Civil superstructure works progressing smoothly with zero contractual impediments.,65.4,5.699999999999989,5.699999999999989,19.599999999999994,,6.533333333333331,6.524999999999999,-0.8000000000000185,decreasing,0,28.900000000000006,526.75,46.09000000000003,572.84,158.02000000000004,524.5566666666667,470.12600000000003,1573.67,2350.63,0.08749881347887999,stable,-15.899999999999991,Monitor,34.95277207392197,35.0,34.95277207392197,1,30,31.0,2.034173422629538
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-06-29,1038.84,918.53,618.93,618.93,,76.9,59.6,87.9,63.6,1,29,0,Monthly progress targets achieved. Statutory inspection and quality audit cleared.,71.1,5.800000000000011,5.800000000000011,18.000000000000007,,6.000000000000003,6.380000000000001,0.10000000000002274,stable,0,23.099999999999994,572.84,46.08999999999992,618.93,144.84999999999997,572.84,494.9266666666667,1718.52,2969.56,0.0804587668458905,stable,-17.300000000000004,Monitor,35.91991786447639,35.0,35.91991786447639,1,30,30.0,2.1408734922540447
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-07-31,1038.84,918.53,658.44,658.44,,81.8,63.4,94.0,67.4,1,31,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,76.9,4.8999999999999915,4.8999999999999915,16.39999999999999,36.8,5.466666666666664,6.133333333333333,-0.9000000000000199,decreasing,0,18.200000000000003,618.93,39.510000000000105,658.44,131.69000000000005,616.7366666666667,544.3100000000001,1850.21,3265.86,0.06383597498909425,stable,-18.4,Monitor,36.98562628336756,35.0,36.98562628336756,1,30,32.0,2.211669997779258
10403,4L of Indora Chowk to Pachpaoli and Agrasen Chowk - Ashoka Chowk (National Highways Authority of India [NHAI]) (618557),Maharashtra,Road Transport & Highways,NHAI,IN_PROGRESS,2023-07-01,2026-06-01,2026-07-01,,2026-08-31,1038.84,918.53,697.95,697.95,,86.7,67.2,100.0,71.2,1,33,0,Civil superstructure works progressing smoothly with zero contractual impediments.,81.8,4.900000000000006,4.900000000000006,15.600000000000009,35.2,5.200000000000003,5.866666666666667,1.4210854715202004e-14,stable,0,13.299999999999997,658.44,39.50999999999999,697.95,125.11000000000001,658.44,591.4983333333333,1975.3200000000002,3548.99,0.060005467468562036,stable,-19.5,Monitor,37.98562628336756,35.0,37.98562628336756,1,30,31.0,2.2824422941780638
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-01-28,955.49,903.17,235.09,235.09,,19.8,24.6,24.8,28.6,11,328,0,Stage-II forest diversion clearance awaited from State Forest Department for 14.5 Ha stretch.,,,,,,,,,stable,0,80.2,,,235.09,,235.09,235.09,235.09,235.09,0.0,stable,4.800000000000001,Normal,36.8870636550308,24.0,36.8870636550308,11,546,30.0,0.5367735470941885
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-02-28,955.49,903.17,269.28,269.28,,22.7,28.2,28.9,32.2,12,366,0,Tree felling completed in non-forest zone; compensatory afforestation deposit certified.,19.8,2.8999999999999986,2.8999999999999986,,,2.8999999999999986,2.8999999999999986,,stable,0,77.3,235.09,34.18999999999997,269.28,,252.185,252.185,504.37,504.37,0.14543366370326244,stable,5.5,Normal,37.8870636550308,24.0,37.8870636550308,12,546,31.0,0.5991490976098857
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-03-30,955.49,903.17,307.75,307.75,,25.9,32.2,33.3,36.2,13,404,0,Wildlife management plan submitted to National Board for Wildlife for review.,22.7,3.1999999999999993,3.1999999999999993,,,3.049999999999999,3.049999999999999,0.3000000000000007,stable,0,74.1,269.28,38.47000000000003,307.75,,270.70666666666665,270.70666666666665,812.12,812.12,0.14286244800950695,increasing,6.300000000000004,Normal,38.95277207392197,24.0,38.95277207392197,13,546,30.0,0.6649077490774907
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-04-29,955.49,903.17,341.94,341.94,,28.8,35.8,37.4,39.8,15,442,0,Stage-II forest diversion clearance awaited from State Forest Department for 14.5 Ha stretch.,25.9,2.900000000000002,2.900000000000002,9.0,,3.0,3.0,-0.29999999999999716,stable,0,71.2,307.75,34.19,341.94,106.85,306.3233333333333,288.515,918.97,1154.06,0.11109666937449228,increasing,6.9999999999999964,Normal,39.91991786447639,24.0,39.91991786447639,15,546,30.0,0.7214443701455686
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-05-30,955.49,903.17,371.86,371.86,,31.3,38.9,41.1,42.9,16,480,0,Tree felling completed in non-forest zone; compensatory afforestation deposit certified.,28.8,2.5,2.5,8.600000000000001,,2.866666666666667,2.875,-0.40000000000000213,stable,0,68.7,341.94,29.920000000000016,371.86,102.58000000000004,340.51666666666665,305.184,1021.55,1525.92,0.08750073112241918,stable,7.599999999999998,Normal,40.95277207392197,24.0,40.95277207392197,16,546,31.0,0.7642950260730045
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-06-29,955.49,903.17,401.78,401.78,,33.8,42.0,44.8,46.0,17,519,0,Wildlife management plan submitted to National Board for Wildlife for review.,31.3,2.4999999999999964,2.4999999999999964,7.899999999999999,,2.633333333333333,2.7999999999999994,-3.552713678800501e-15,stable,0,66.2,371.86,29.91999999999996,401.78,94.02999999999997,371.85999999999996,321.28333333333336,1115.58,1927.7,0.08046038831818415,stable,8.200000000000003,Normal,41.91991786447639,24.0,41.91991786447639,17,546,30.0,0.8062992897379376
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-07-31,955.49,903.17,427.43,427.43,,36.0,44.7,48.2,48.7,18,557,0,Stage-II forest diversion clearance awaited from State Forest Department for 14.5 Ha stretch.,33.8,2.200000000000003,2.200000000000003,7.199999999999999,16.2,2.4,2.6999999999999997,-0.2999999999999936,stable,0,64.0,401.78,25.650000000000034,427.43,85.49000000000001,400.3566666666666,353.34,1201.07,2120.04,0.06384090795957996,stable,8.700000000000003,Normal,42.98562628336756,24.0,42.98562628336756,18,546,32.0,0.8374892519346517
10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44 (National Highways Authority of India [NHAI]) (618558),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-01-01,2025-01-01,2026-07-01,,2026-08-31,955.49,903.17,453.08,453.08,,38.1,47.4,51.5,51.4,20,595,0,Tree felling completed in non-forest zone; compensatory afforestation deposit certified.,36.0,2.1000000000000014,2.1000000000000014,6.800000000000001,15.400000000000002,2.266666666666667,2.566666666666667,-0.10000000000000142,stable,0,61.9,427.43,25.649999999999977,453.08,81.21999999999997,427.43,383.9733333333333,1282.29,2303.8399999999997,0.06000982617036702,stable,9.299999999999997,Normal,43.98562628336756,24.0,43.98562628336756,20,546,31.0,0.8661920545259325
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-01-28,521.53,528.21,141.09,141.09,,27.8,27.1,32.8,31.1,13,383,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,,,,,,stable,0,72.2,,,141.09,,141.09,141.09,141.09,141.09,0.0,stable,-0.6999999999999993,Normal,41.8870636550308,23.0,41.8870636550308,13,639,30.0,0.663689396539046
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-02-28,521.53,528.21,161.61,161.61,,31.8,31.0,38.0,35.0,14,428,0,Underground water pipeline relocation package awarded to state water board.,27.8,4.0,4.0,,,4.0,4.0,,stable,0,68.2,141.09,20.52000000000001,161.61,,151.35000000000002,151.35000000000002,302.70000000000005,302.70000000000005,0.14543908143738046,stable,-0.8000000000000007,Normal,42.8870636550308,23.0,42.8870636550308,14,639,31.0,0.7414823326630279
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-03-30,521.53,528.21,184.7,184.7,,36.4,35.4,43.8,39.4,16,473,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,31.8,4.599999999999998,4.599999999999998,,,4.299999999999999,4.299999999999999,0.5999999999999979,increasing,0,63.6,161.61,23.089999999999975,184.7,,162.46666666666667,162.46666666666667,487.4,487.4,0.1428748221025925,increasing,-1.0,Normal,43.95277207392197,23.0,43.95277207392197,16,639,30.0,0.8281616444755898
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-04-29,521.53,528.21,205.22,205.22,,40.4,39.4,49.0,43.4,17,518,0,HT power transmission line shifting in progress by state electricity distribution company.,36.4,4.0,4.0,12.599999999999998,,4.199999999999999,4.199999999999999,-0.5999999999999979,decreasing,0,59.6,184.7,20.52000000000001,205.22,64.13,183.84333333333333,173.155,551.53,692.62,0.11109907958852198,increasing,-1.0,Normal,44.91991786447639,23.0,44.91991786447639,17,639,30.0,0.8993783141342109
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-05-30,521.53,528.21,223.18,223.18,,43.9,42.8,53.7,46.8,18,562,0,Underground water pipeline relocation package awarded to state water board.,40.4,3.5,3.5,12.099999999999998,,4.033333333333332,4.0249999999999995,-0.5,stable,0,56.1,205.22,17.960000000000008,223.18,61.56999999999999,204.36666666666665,183.16,613.0999999999999,915.8,0.0875158366630933,stable,-1.1000000000000014,Normal,45.95277207392197,23.0,45.95277207392197,18,639,31.0,0.9553286563295947
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-06-29,521.53,528.21,241.14,241.14,,47.5,46.2,58.5,50.2,20,607,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,43.9,3.6000000000000014,3.6000000000000014,11.100000000000001,,3.7000000000000006,3.94,0.10000000000000142,stable,0,52.5,223.18,17.95999999999998,241.14,56.44,223.17999999999998,192.82333333333335,669.54,1156.94,0.08047316067747996,stable,-1.2999999999999972,Normal,46.91991786447639,23.0,46.91991786447639,20,639,30.0,1.012363238512035
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-07-31,521.53,528.21,256.53,256.53,,50.5,49.2,62.7,53.2,21,652,0,HT power transmission line shifting in progress by state electricity distribution company.,47.5,3.0,3.0,10.100000000000001,22.7,3.366666666666667,3.783333333333333,-0.6000000000000014,decreasing,0,49.5,241.14,15.389999999999986,256.53,51.309999999999974,240.2833333333333,212.0633333333333,720.8499999999999,1272.3799999999999,0.06382184623040552,stable,-1.2999999999999972,Normal,47.98562628336756,23.0,47.98562628336756,21,639,32.0,1.052398476614318
10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44 (National Highways Authority of India [NHAI]) (618559),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2022-08-01,2024-07-01,2026-04-01,,2026-08-31,521.53,528.21,271.92,271.92,,53.5,52.2,66.9,56.2,23,697,0,Underground water pipeline relocation package awarded to state water board.,50.5,3.0,3.0,9.600000000000001,21.7,3.2000000000000006,3.6166666666666667,0.0,stable,0,46.5,256.53,15.390000000000043,271.92,48.74000000000001,256.53,230.44833333333335,769.5899999999999,1382.69,0.05999298327680991,stable,-1.2999999999999972,Normal,48.98562628336756,23.0,48.98562628336756,23,639,31.0,1.0921571093226021
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-01-28,541.58,527.43,39.73,39.73,,9.4,7.3,14.4,11.3,0,0,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,,,,,,,,,stable,0,90.6,,,39.73,,39.73,39.73,39.73,39.73,0.0,stable,-2.1000000000000005,Normal,34.8870636550308,18.0,34.8870636550308,0,0,30.0,0.26944084755738673
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-02-28,541.58,527.43,45.5,45.5,,10.7,8.4,16.9,12.4,0,0,0,Civil superstructure works progressing smoothly with zero contractual impediments.,9.4,1.299999999999999,1.299999999999999,,,1.299999999999999,1.299999999999999,,stable,0,89.3,39.73,5.770000000000003,45.5,,42.614999999999995,42.614999999999995,85.22999999999999,85.22999999999999,0.14523030455575142,stable,-2.299999999999999,Normal,35.8870636550308,18.0,35.8870636550308,0,0,31.0,0.2981575785317846
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-03-30,541.58,527.43,52.01,52.01,,12.3,9.6,19.7,13.6,0,0,0,Monthly progress targets achieved. Statutory inspection and quality audit cleared.,10.7,1.6000000000000014,1.6000000000000014,,,1.4500000000000002,1.4500000000000002,0.3000000000000025,stable,0,87.7,45.5,6.509999999999998,52.01,,45.74666666666667,45.74666666666667,137.24,137.24,0.14307692307692305,increasing,-2.700000000000001,Normal,36.95277207392197,18.0,36.95277207392197,0,0,30.0,0.3328573016225828
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-04-29,541.58,527.43,57.78,57.78,,13.6,10.6,22.2,14.6,0,0,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,12.3,1.299999999999999,1.299999999999999,4.199999999999999,,1.3999999999999997,1.3999999999999997,-0.3000000000000025,stable,0,86.4,52.01,5.770000000000003,57.78,18.050000000000004,51.76333333333334,48.754999999999995,155.29000000000002,195.01999999999998,0.11094020380696026,increasing,-3.0,Normal,37.91991786447639,18.0,37.91991786447639,0,0,30.0,0.35865056587426214
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-05-30,541.58,527.43,62.84,62.84,,14.8,11.6,24.6,15.6,0,0,0,Civil superstructure works progressing smoothly with zero contractual impediments.,13.6,1.200000000000001,1.200000000000001,4.100000000000001,,1.3666666666666671,1.35,-0.09999999999999787,stable,0,85.2,57.78,5.060000000000002,62.84,17.340000000000003,57.54333333333333,51.572,172.63,257.86,0.08757355486327453,stable,-3.200000000000001,Normal,38.95277207392197,18.0,38.95277207392197,0,0,31.0,0.3799472851871376
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-06-29,541.58,527.43,67.9,67.9,,16.0,12.5,27.0,16.5,0,0,0,Monthly progress targets achieved. Statutory inspection and quality audit cleared.,14.8,1.1999999999999993,1.1999999999999993,3.6999999999999993,,1.2333333333333332,1.3199999999999998,-1.7763568394002505e-15,stable,0,84.0,62.84,5.060000000000002,67.9,15.890000000000008,62.84,54.29333333333333,188.52,325.76,0.08052196053469131,stable,-3.5,Normal,39.91991786447639,18.0,39.91991786447639,0,0,30.0,0.4008024278586492
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-07-31,541.58,527.43,72.23,72.23,,17.1,13.3,29.3,17.3,0,0,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,16.0,1.1000000000000014,1.1000000000000014,3.5000000000000018,7.700000000000001,1.1666666666666672,1.2833333333333334,-0.09999999999999787,stable,0,82.9,67.9,4.329999999999998,72.23,14.450000000000003,67.65666666666668,59.71,202.97000000000003,358.26,0.06377025036818848,stable,-3.8000000000000007,Normal,40.98562628336756,18.0,40.98562628336756,0,0,32.0,0.41721943887775553
10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44 (National Highways Authority of India [NHAI]) (618560),Telangana,Road Transport & Highways,NHAI,IN_PROGRESS,2023-03-01,2024-09-01,2024-09-01,,2026-08-31,541.58,527.43,76.56,76.56,,18.1,14.1,31.5,18.1,0,0,0,Civil superstructure works progressing smoothly with zero contractual impediments.,17.1,1.0,1.0,3.3000000000000007,7.400000000000002,1.1000000000000003,1.2333333333333336,-0.10000000000000142,stable,0,81.9,72.23,4.329999999999998,76.56,13.719999999999999,72.23,64.88666666666667,216.69,389.32,0.05994739028104663,stable,-4.000000000000002,Normal,41.98562628336756,18.0,41.98562628336756,0,0,31.0,0.4310999168582188
10407,Improving the Alignment of Thoppur Ghat Section from Km 158.500 to Km 165.100 in Dharmapuri - Salem Section of NH-44 (National Highways Authority of India [NHAI]) (618561),Tamil Nadu,Road Transport & Highways,NHAI,IN_PROGRESS,2025-03-01,2028-03-01,2028-03-01,,2026-01-28,904.99,731.09,90.91,90.91,,19.6,10.1,24.6,14.1,0,0,0,Physical milestone execution proceeding in line with approved CPM/PERT schedule.,,,,,,,,,stable,0,80.4,,,90.91,,90.91,90.91,90.91,90.91,0.0,stable,-9.500000000000002,Normal,10.8870636550308,36.0,10.8870636550308,0,0,30.0,1.800301772915881
